1	0.008000
2	0.008000
3	0.008000
4	0.008000
5	0.008000
6	0.008000
7	0.008000
8	0.008000
9	0.008000
10	0.008000
11	0.008000
12	0.008000
13	0.008000
14	0.008000
15	0.008000
16	0.008000
17	0.008000
18	0.008000
19	0.008000
20	0.008000
21	0.008000
22	0.008000
23	0.008000
24	0.008000
25	0.008000
26	0.008000
27	0.008000
28	0.008000
29	0.008000
30	0.008000
31	0.008000
32	0.008000
33	0.008000
34	0.008000
35	0.008000
36	0.008000
37	0.008000
38	0.008000
39	0.008000
40	0.008000
41	0.008000
42	0.008000
43	0.008000
44	0.008000
45	0.008000
46	0.008000
47	0.008000
48	0.008000
49	0.008000
50	0.008000
51	0.008000
52	0.008000
53	0.008000
54	0.008000
55	0.008000
56	0.008000
57	0.008000
58	0.008000
59	0.008000
60	0.008000
61	0.008000
62	0.008000
63	0.008000
64	0.008000
65	0.008000
66	0.008000
67	0.008000
68	0.008000
69	0.008000
70	0.008000
71	0.008000
72	0.008000
73	0.008000
74	0.008000
75	0.008000
76	0.008000
77	0.008000
78	0.008000
79	0.008000
80	0.008000
81	0.008000
82	0.008000
83	0.008000
84	0.008000
85	0.008000
86	0.008000
87	0.008000
88	0.008000
89	0.008000
90	0.008000
91	0.008000
92	0.008000
93	0.008000
94	0.008000
95	0.008000
96	0.008000
97	0.008000
98	0.008000
99	0.008000
100	0.008000
101	0.008000
102	0.008000
103	0.008000
104	0.008000
105	0.008000
106	0.008000
107	0.008000
108	0.008000
109	0.008000
110	0.008000
111	0.008000
112	0.008000
114	0.004000
115	0.008000
116	0.008000
117	0.008000
119	0.004000
120	0.008000
121	0.008000
122	0.008000
125	0.003432
126	0.009600
127	0.004706
128	0.007398
129	0.008000
131	0.004000
133	0.004000
134	0.008000
135	0.008000
138	0.004831
141	0.003200
142	0.009600
143	0.004706
144	0.004706
146	0.002447
148	0.004000
150	0.004000
152	0.004000
157	0.002899
158	0.014494
161	0.004831
164	0.004831
165	0.004706
167	0.002353
169	0.002353
172	0.001569
173	0.004706
180	0.002071
182	0.007247
188	0.002416
191	0.004831
194	0.004831
201	0.002071
203	0.004800
205	0.002353
207	0.002353
212	0.002899
222	0.001449
224	0.004800
234	0.002428
239	0.002899
242	0.003200
244	0.002353
246	0.002353
248	0.002353
251	0.003200
253	0.002352
256	0.001569
258	0.002353
260	0.002353
262	0.002353
264	0.002353
265	0.004706
266	0.004706
268	0.002353
269	0.004705
270	0.006777
271	0.008000
274	0.004831
275	0.004706
276	0.004800
277	0.008000
278	0.008000
280	0.004000
282	0.004000
283	0.008000
284	0.008000
289	0.002899
290	0.014494
291	0.004706
292	0.004706
293	0.004706
295	0.002447
297	0.004000
300	0.002667
301	0.008000
307	0.002416
308	0.014494
310	0.007247
311	0.004706
312	0.004706
314	0.002353
316	0.002353
319	0.001569
320	0.004988
325	0.002899
326	0.004706
330	0.003624
338	0.001812
340	0.007247
342	0.007247
344	0.004800
346	0.007247
348	0.002353
351	0.003200
353	0.002353
355	0.002353
357	0.002353
360	0.001569
361	0.004706
367	0.002416
370	0.004831
373	0.004831
376	0.003200
377	0.004706
381	0.003624
384	0.003200
386	0.002353
388	0.002353
390	0.002353
393	0.003200
396	0.003200
399	0.003200
401	0.004800
407	0.002416
409	0.004800
411	0.002353
413	0.004800
416	0.003200
418	0.004800
420	0.002353
422	0.002353
425	0.003200
428	0.003200
430	0.002352
433	0.003200
435	0.004800
438	0.003200
442	0.002400
445	0.001569
446	0.004706
448	0.004800
451	0.003200
454	0.003200
455	0.004706
457	0.002353
459	0.002353
461	0.002353
463	0.002353
464	0.004705
466	0.002353
467	0.004706
469	0.002353
471	0.002353
472	0.004706
473	0.004706
474	0.006494
477	0.004831
478	0.004706
479	0.004800
480	0.008000
481	0.008000
483	0.004000
485	0.004000
486	0.008000
487	0.008000
492	0.002899
493	0.014494
494	0.004706
495	0.004706
496	0.004706
498	0.002447
500	0.004000
503	0.002667
504	0.008000
509	0.002899
510	0.014494
512	0.004800
513	0.004706
514	0.004706
516	0.002353
518	0.002353
521	0.002196
522	0.008000
527	0.002899
528	0.009600
531	0.004831
533	0.004800
534	0.004706
536	0.002353
538	0.002353
540	0.002353
542	0.002494
546	0.003624
548	0.002353
551	0.004831
554	0.004831
555	0.004706
558	0.003200
560	0.002353
562	0.002353
564	0.002353
568	0.003624
570	0.002353
572	0.004800
576	0.003624
578	0.004800
580	0.004800
584	0.002400
585	0.004706
587	0.002353
590	0.003200
593	0.003200
595	0.002352
598	0.003200
601	0.003200
603	0.004800
606	0.004832
609	0.003200
612	0.003200
613	0.004705
615	0.002353
618	0.003200
621	0.003200
624	0.001569
626	0.004800
629	0.003200
632	0.003200
634	0.004800
637	0.004831
640	0.003200
643	0.003200
644	0.004706
647	0.001569
649	0.004800
652	0.003200
655	0.003200
657	0.002353
660	0.003200
663	0.003200
666	0.003200
668	0.004800
670	0.004800
674	0.002400
679	0.001920
680	0.004706
683	0.003200
686	0.003200
689	0.003200
690	0.004706
693	0.003200
696	0.003200
699	0.003200
702	0.003200
703	0.004706
706	0.003200
709	0.003200
712	0.003200
713	0.004705
716	0.003200
719	0.003200
720	0.004706
722	0.002353
724	0.002353
725	0.004706
727	0.002353
729	0.002353
731	0.002353
732	0.004706
734	0.002352
736	0.002353
737	0.004706
738	0.004706
739	0.005459
742	0.004831
743	0.004706
744	0.004800
745	0.008000
746	0.008000
748	0.004000
750	0.004000
751	0.008000
752	0.008000
757	0.002899
758	0.014494
759	0.004706
760	0.004706
761	0.004706
763	0.002447
765	0.004000
768	0.002667
769	0.008000
773	0.003624
774	0.009600
777	0.004831
778	0.004706
779	0.004706
781	0.002353
783	0.002353
785	0.003294
787	0.004000
791	0.003624
792	0.004706
795	0.004831
798	0.004831
799	0.004706
801	0.002353
803	0.002353
805	0.002353
807	0.002494
811	0.003624
813	0.002353
815	0.004800
818	0.004831
820	0.004800
823	0.003200
825	0.002353
827	0.002353
828	0.004706
833	0.002899
835	0.002353
837	0.004800
840	0.003200
842	0.004800
845	0.003200
849	0.003624
850	0.004706
852	0.002353
855	0.003200
858	0.003200
859	0.004705
862	0.003200
866	0.002400
868	0.004800
870	0.004800
872	0.002353
877	0.002899
878	0.009600
880	0.002353
883	0.003200
886	0.003200
889	0.001569
890	0.009600
893	0.003200
896	0.003200
899	0.003200
900	0.004706
904	0.002400
906	0.004800
909	0.004831
912	0.001569
914	0.004800
917	0.003200
920	0.003200
921	0.004706
924	0.003200
927	0.003200
930	0.003200
932	0.002353
934	0.004800
937	0.003200
940	0.003200
945	0.002899
948	0.003200
951	0.003200
954	0.003200
955	0.004706
958	0.003200
961	0.003200
962	0.004706
964	0.002353
967	0.001568
968	0.004706
970	0.002353
972	0.002353
974	0.002353
975	0.004706
977	0.002353
979	0.002353
980	0.004706
981	0.004705
982	0.005177
983	0.008000
984	0.008000
985	0.008000
986	0.008000
987	0.008000
988	0.008000
989	0.008000
990	0.008000
991	0.008000
992	0.008000
993	0.008000
994	0.008000
995	0.008000
996	0.008000
997	0.008000
998	0.008000
999	0.008000
1000	0.008000
1001	0.008000
1002	0.008000
1003	0.008000
1004	0.008000
1005	0.008000
1006	0.008000
1007	0.008000
1008	0.008000
1009	0.008000
1010	0.008000
1011	0.008000
1012	0.008000
1013	0.008000
1014	0.008000
1015	0.008000
1016	0.008000
1017	0.008000
1018	0.008000
1019	0.008000
1020	0.008000
1021	0.008000
1022	0.008000
1023	0.008000
1024	0.008000
1025	0.008000
1026	0.008000
1027	0.008000
1028	0.008000
1029	0.008000
1030	0.008000
1031	0.008000
